transits_today,vessels_in_transit,tankers_in_transit,tankers_dark,dark_baseline_7d,war_risk_usd_m,war_risk_multiplier,hormuz_index,escalation_forecast,high_risk_vessels,moderate_risk,low_risk,scraped_at,source
,,,,94.0,2.5,8.0,92.0,62.0,,,,2026-06-22 19:31:58,https://straits.live/
